preco,condominio,iptu,bairro,cidade,estado,cep,metragem,quartos,banheiros,vagas,caracteristicas_imovel,caracteristicas_condominio
700000.0,0.0,0.0,Vila Izabel,Curitiba,PR,80240070,127,3,3,2,"['Ar condicionado', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Varanda', 'Armários na cozinha', 'Armários no quarto']","['Portaria', 'Salão de festas', 'Permitido animais', 'Condomínio fechado', 'Portão eletrônico']"
1350000.0,0.0,0.0,Centro Cívico,Curitiba,PR,80540300,120,3,3,2,"['Varanda', 'Academia', 'Área de serviço']","['Salão de festas', 'Elevador', 'Permitido animais', 'Portão eletrônico', 'Academia']"
174900.0,290.0,300.0,Campo Comprido,Curitiba,PR,81220120,44,2,1,1,"['Mobiliado', 'Churrasqueira', 'Armários na cozinha', 'Área de serviço']","['Salão de festas', 'Portão eletrônico', 'Permitido animais', 'Condomínio fechado']"
234900.0,250.0,500.0,Portão,Curitiba,PR,81070080,24,1,1,0,"['Área de serviço', 'Churrasqueira', 'Academia']","['Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
850000.0,0.0,136.0,Batel,Curitiba,PR,80240000,114,3,4,1,[],[]
1400000.0,1000.0,0.0,Juvevê,Curitiba,PR,80030410,130,3,3,2,"['Mobiliado', 'Piscina', 'Churrasqueira', 'Área de serviço']",['Piscina']
930000.0,700.0,0.0,Água Verde,Curitiba,PR,80620210,91,2,2,2,"['Varanda', 'Piscina', 'Churrasqueira', 'Área de serviço']",['Piscina']
440000.0,46037.0,0.0,Centro,Curitiba,PR,80020280,52,2,1,0,[],[]
615000.0,0.0,0.0,Água Verde,Curitiba,PR,80610020,73,2,2,1,[],[]
291900.0,0.0,0.0,Portão,Curitiba,PR,81070040,35,1,1,0,[],['Permitido animais']
2200000.0,0.0,0.0,Vila Izabel,Curitiba,PR,80320000,365,4,5,3,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Armários no quarto', 'Piscina']","['Piscina', 'Salão de festas']"
405000.0,250.0,960.0,Fanny,Curitiba,PR,81030300,59,2,2,1,['Área de serviço'],['Elevador']
609900.0,0.0,0.0,Água Verde,Curitiba,PR,80620280,54,2,2,1,[],[]
140000.0,300.0,137.0,Cidade Industrial,Curitiba,PR,81450280,44,2,1,1,"['Churrasqueira', 'Área de serviço']",[]
295000.0,400.0,0.0,Santa Cândida,Curitiba,PR,82640010,48,2,1,1,[],['Segurança 24h']
1200000.0,1325.0,162.0,Mossunguê,Curitiba,PR,81210000,126,3,1,2,"['Varanda', 'Piscina', 'Churrasqueira', 'Academia']","['Salão de festas', 'Elevador', 'Condomínio fechado', 'Piscina', 'Academia']"
174900.0,290.0,300.0,Campo Comprido,Curitiba,PR,81220120,44,2,1,1,"['Mobiliado', 'Churrasqueira', 'Armários na cozinha']","['Salão de festas', 'Portão eletrônico', 'Permitido animais', 'Condomínio fechado']"
275000.0,450.0,0.0,Cristo Rei,Curitiba,PR,80050510,56,1,1,0,"['Varanda', 'Armários no quarto']",[]
721000.0,1050.0,1067.0,Cabral,Curitiba,PR,80035260,128,3,3,2,"['Churrasqueira', 'Porteiro 24h', 'Área de serviço', 'Armários na cozinha', 'Armários no quarto', 'Piscina', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Portão eletrônico', 'Academia']"
215000.0,0.0,0.0,Umbará,Curitiba,PR,81930360,48,2,1,1,"['Porteiro 24h', 'Churrasqueira']","['Portaria', 'Salão de festas', 'Permitido animais', 'Condomínio fechado', 'Portão eletrônico']"
342000.0,0.0,0.0,Tingui,Curitiba,PR,82620250,50,2,1,1,"['Churrasqueira', 'Porteiro 24h', 'Área de serviço', 'Varanda', 'Piscina', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Portão eletrônico', 'Academia']"
379449.0,0.0,0.0,Boa Vista,Curitiba,PR,82560530,58,2,2,1,['Academia'],"['Salão de festas', 'Academia', 'Elevador']"
2200000.0,1400.0,0.0,Mossunguê,Curitiba,PR,81200110,203,3,5,3,"['Ar condicionado', 'Piscina', 'Churrasqueira', 'Área de serviço']","['Piscina', 'Elevador']"
330000.0,600.0,0.0,Boa Vista,Curitiba,PR,82540120,79,3,2,1,[],['Elevador']
350000.0,287.0,383.0,Bacacheri,Curitiba,PR,82515000,71,3,1,1,[],[]
209900.0,260.0,0.0,Portão,Curitiba,PR,80610170,22,1,1,0,[],"['Salão de festas', 'Portão eletrônico', 'Elevador', 'Condomínio fechado']"
340000.0,270.0,0.0,Parolin,Curitiba,PR,80220071,82,2,2,1,[],[]
340000.0,350.0,737.0,Portão,Curitiba,PR,80610270,72,2,1,1,"['Varanda', 'Área de serviço']","['Salão de festas', 'Elevador', 'Permitido animais']"
130000.0,0.0,0.0,Cidade Industrial,Curitiba,PR,81260240,44,2,1,1,"['Mobiliado', 'Armários na cozinha']",['Permitido animais']
679597.0,500.0,0.0,Cabral,Curitiba,PR,80035130,72,2,2,2,"['Piscina', 'Porteiro 24h', 'Churrasqueira', 'Academia']","['Portaria', 'Salão de festas', 'Elevador', 'Piscina', 'Portão eletrônico', 'Academia']"
210000.0,0.0,46.0,São Francisco,Curitiba,PR,80410060,29,1,1,1,['Churrasqueira'],"['Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico']"
124990.0,490.0,0.0,Vila Izabel,Curitiba,PR,80320210,36,1,1,0,"['Varanda', 'Área de serviço']",['Elevador']
465000.0,327.0,723.0,Água Verde,Curitiba,PR,80610030,60,2,2,1,"['Varanda', 'Mobiliado', 'Churrasqueira', 'Área de serviço']",[]
1900000.0,1100.0,1200.0,Ahú,Curitiba,PR,80030285,168,3,5,3,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Varanda', 'Armários no quarto', 'Piscina', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Portão eletrônico', 'Academia']"
205900.0,0.0,0.0,Novo Mundo,Curitiba,PR,81020230,53,2,1,1,"['Área de serviço', 'Porteiro 24h', 'Churrasqueira', 'Academia']","['Portaria', 'Salão de festas', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
199000.0,280.0,0.0,Portão,Curitiba,PR,80610270,33,1,1,0,[],[]
369900.0,0.0,0.0,Centro,Curitiba,PR,80020090,51,2,1,1,"['Porteiro 24h', 'Churrasqueira', 'Academia']","['Portaria', 'Segurança 24h', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
289000.0,152.0,46.0,Campina do Siqueira,Curitiba,PR,80740660,58,2,1,1,['Área de serviço'],['Salão de festas']
900000.0,0.0,0.0,Mossunguê,Curitiba,PR,81210010,141,3,3,2,"['Varanda', 'Churrasqueira']",[]
270000.0,441.0,72.0,Atuba,Curitiba,PR,82600059,51,2,1,1,['Área de serviço'],['Elevador']
1100000.0,1000.0,170.0,Centro,Curitiba,PR,80250220,168,4,4,4,"['Porteiro 24h', 'Churrasqueira', 'Academia']","['Salão de festas', 'Portaria', 'Academia', 'Permitido animais']"
700000.0,0.0,0.0,Bacacheri,Curitiba,PR,82515270,76,2,2,1,"['Varanda', 'Piscina', 'Churrasqueira', 'Área de serviço']","['Piscina', 'Elevador']"
690000.0,1000.0,1560.0,Alto da Rua XV,Curitiba,PR,80045270,148,3,2,2,['Armários no quarto'],['Permitido animais']
1552040.0,900.0,0.0,Hugo Lange,Curitiba,PR,80040260,147,3,4,2,"['Área de serviço', 'Piscina', 'Churrasqueira', 'Academia']","['Piscina', 'Academia']"
265000.0,450.0,50.0,Portão,Curitiba,PR,80610170,46,2,1,1,"['Varanda', 'Área de serviço']",['Elevador']
757300.0,0.0,0.0,Cristo Rei,Curitiba,PR,80050370,81,3,2,1,"['Piscina', 'Churrasqueira', 'Academia']","['Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Academia']"
619900.0,570.0,540.0,Portão,Curitiba,PR,81070000,80,3,2,1,"['Porteiro 24h', 'Churrasqueira', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
495000.0,550.0,55.0,Campo Comprido,Curitiba,PR,81210370,70,3,1,2,"['Varanda', 'Piscina', 'Área de serviço']","['Piscina', 'Elevador']"
800500.0,0.0,0.0,Cabral,Curitiba,PR,80035120,85,3,2,2,[],[]
440000.0,427.0,0.0,Vila Izabel,Curitiba,PR,80320070,75,3,2,1,['Mobiliado'],[]
1079000.0,1050.0,179.0,Água Verde,Curitiba,PR,80240110,121,3,3,2,['Varanda'],[]
1250000.0,0.0,0.0,Água Verde,Curitiba,PR,80240020,200,4,5,3,"['Varanda', 'Armários no quarto', 'Mobiliado', 'Área de serviço']","['Permitido animais', 'Portão eletrônico', 'Elevador', 'Condomínio fechado']"
365000.0,400.0,0.0,Alto da Glória,Curitiba,PR,80030250,72,2,2,1,[],[]
950000.0,92118.0,0.0,Ahú,Curitiba,PR,80540000,117,3,3,2,[],[]
179000.0,350.0,250.0,Cidade Industrial,Curitiba,PR,81315000,60,3,1,1,"['Porteiro 24h', 'Churrasqueira']","['Portaria', 'Salão de festas', 'Permitido animais', 'Condomínio fechado', 'Portão eletrônico']"
390000.0,350.0,600.0,Água Verde,Curitiba,PR,80620130,78,3,1,2,['Churrasqueira'],"['Portão eletrônico', 'Elevador', 'Permitido animais']"
1190000.0,1000.0,4500.0,Mercês,Curitiba,PR,80430210,201,4,3,2,['Armários no quarto'],['Elevador']
189000.0,410.0,41.0,Cidade Industrial,Curitiba,PR,81270330,52,3,1,1,"['Piscina', 'Porteiro 24h', 'Churrasqueira']","['Portaria', 'Salão de festas', 'Permitido animais', 'Condomínio fechado', 'Piscina', 'Portão eletrônico']"
450000.0,500.0,803.0,Água Verde,Curitiba,PR,80620000,83,3,2,1,"['Armários no quarto', 'Área de serviço']",['Salão de festas']
319000.0,420.0,580.0,Bacacheri,Curitiba,PR,82520800,53,2,2,1,"['Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Armários na cozinha', 'Varanda', 'Área de serviço', 'Piscina', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Piscina', 'Portão eletrônico', 'Academia']"
1480000.0,0.0,0.0,Água Verde,Curitiba,PR,80620230,136,3,4,2,[],[]
429900.0,380.0,0.0,Vila Izabel,Curitiba,PR,80240041,97,3,2,1,[],[]
1890000.0,0.0,0.0,Cristo Rei,Curitiba,PR,80050470,182,3,4,3,"['Varanda', 'Ar condicionado']",[]
645000.0,733.0,1200.0,Cristo Rei,Curitiba,PR,80050490,94,3,2,2,"['Porteiro 24h', 'Churrasqueira', 'Armários na cozinha', 'Academia']","['Portaria', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
1800000.0,800.0,0.0,Juvevê,Curitiba,PR,80030376,168,3,3,3,"['Varanda', 'Piscina', 'Churrasqueira', 'Área de serviço']","['Piscina', 'Elevador']"
250000.0,860.0,68.0,Centro,Curitiba,PR,80020290,92,2,1,0,[],[]
240000.0,533.0,177.0,Centro,Curitiba,PR,80420010,70,3,2,1,[],['Segurança 24h']
485000.0,0.0,0.0,Bacacheri,Curitiba,PR,82510290,121,3,2,1,"['Varanda', 'Churrasqueira']",['Elevador']
485957.0,0.0,0.0,Novo Mundo,Curitiba,PR,81050050,75,3,2,2,[],['Elevador']
1874781.0,0.0,0.0,Mercês,Curitiba,PR,80710210,288,3,4,3,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Varanda', 'Academia']","['Academia', 'Elevador']"
255000.0,300.0,600.0,Barreirinha,Curitiba,PR,82220000,55,3,1,1,[],"['Salão de festas', 'Portão eletrônico', 'Permitido animais', 'Condomínio fechado']"
1630000.0,1282.0,0.0,Hugo Lange,Curitiba,PR,80040352,152,3,3,2,[],[]
790000.0,1100.0,0.0,Água Verde,Curitiba,PR,80240020,200,3,3,2,[],[]
860500.0,0.0,0.0,Vila Izabel,Curitiba,PR,80320000,90,3,2,2,"['Varanda', 'Churrasqueira']",[]
1000000.0,0.0,0.0,Batel,Curitiba,PR,80420170,238,4,4,2,['Varanda'],"['Salão de festas', 'Elevador']"
1350000.0,0.0,0.0,Centro,Curitiba,PR,80410160,231,4,5,3,"['Ar condicionado', 'Churrasqueira', 'Porteiro 24h', 'Área de serviço', 'Armários na cozinha', 'Armários no quarto', 'Academia']","['Portaria', 'Segurança 24h', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
1790000.0,735.0,0.0,Cabral,Curitiba,PR,80035210,160,3,4,2,"['Churrasqueira', 'Área de serviço', 'Varanda', 'Armários na cozinha', 'Academia']","['Salão de festas', 'Elevador', 'Permitido animais', 'Portão eletrônico', 'Academia']"
425000.0,480.0,0.0,Tarumã,Curitiba,PR,82530350,96,3,2,1,"['Armários no quarto', 'Armários na cozinha', 'Área de serviço']","['Salão de festas', 'Portão eletrônico', 'Elevador', 'Permitido animais']"
210000.0,290.0,46.0,Novo Mundo,Curitiba,PR,81050450,44,2,1,1,['Churrasqueira'],"['Segurança 24h', 'Condomínio fechado']"
778955.0,0.0,0.0,Bom Retiro,Curitiba,PR,80520230,103,2,3,2,"['Varanda', 'Ar condicionado', 'Academia', 'Área de serviço']","['Academia', 'Elevador']"
290000.0,528.0,478.0,Novo Mundo,Curitiba,PR,81050240,62,3,2,1,['Armários na cozinha'],"['Portão eletrônico', 'Permitido animais', 'Condomínio fechado']"
529000.0,700.0,0.0,Seminário,Curitiba,PR,80240430,108,3,4,1,['Área de serviço'],['Elevador']
485000.0,600.0,375.0,Capão Raso,Curitiba,PR,81130020,60,2,2,1,"['Churrasqueira', 'Mobiliado', 'Área de serviço', 'Varanda', 'Piscina', 'Academia']","['Segurança 24h', 'Elevador', 'Condomínio fechado', 'Piscina', 'Academia']"
685000.0,830.0,0.0,Juvevê,Curitiba,PR,80530260,123,3,3,1,[],[]
2931744.0,0.0,0.0,Mossunguê,Curitiba,PR,81200050,184,4,4,1,"['Varanda', 'Piscina', 'Churrasqueira', 'Academia']","['Piscina', 'Academia', 'Salão de festas']"
390000.0,300.0,0.0,Portão,Curitiba,PR,80610150,47,1,1,1,"['Varanda', 'Mobiliado', 'Churrasqueira', 'Área de serviço']",['Elevador']
225000.0,650.0,55.0,Água Verde,Curitiba,PR,80610020,42,2,1,1,[],"['Portão eletrônico', 'Permitido animais', 'Condomínio fechado']"
949000.0,1371.0,1500.0,Mossunguê,Curitiba,PR,81200590,119,3,4,2,"['Armários no quarto', 'Churrasqueira', 'Área de serviço']",[]
1350000.0,0.0,0.0,Centro Cívico,Curitiba,PR,80540300,120,3,3,2,"['Varanda', 'Academia', 'Área de serviço']","['Salão de festas', 'Elevador', 'Permitido animais', 'Portão eletrônico', 'Academia']"
650000.0,0.0,0.0,Cidade Industrial,Curitiba,PR,81280350,88,3,2,1,['Piscina'],"['Piscina', 'Segurança 24h']"
6000.0,0.0,0.0,Batel,Curitiba,PR,80240010,100,2,3,1,"['Mobiliado', 'Área de serviço']",['Elevador']
1999900.0,0.0,0.0,Vila Izabel,Curitiba,PR,80320390,185,2,3,3,"['Varanda', 'Área de serviço']",[]
1820000.0,1074.0,4390.0,Mercês,Curitiba,PR,80430040,242,3,4,3,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Armários no quarto', 'Piscina', 'Academia']","['Portaria', 'Salão de festas', 'Permitido animais', 'Condomínio fechado', 'Piscina', 'Academia']"
1300000.0,800.0,0.0,Água Verde,Curitiba,PR,80620240,140,3,4,2,"['Varanda', 'Piscina', 'Churrasqueira', 'Academia']","['Piscina', 'Academia', 'Condomínio fechado']"
315000.0,350.0,305.0,Centro,Curitiba,PR,80420080,34,1,1,0,"['Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Piscina', 'Academia']","['Portaria', 'Salão de festas', 'Elevador', 'Permitido animais', 'Piscina', 'Portão eletrônico', 'Academia']"
4000.0,1800.0,0.0,Bigorrilho,Curitiba,PR,80730000,150,1,2,2,"['Piscina', 'Academia']","['Piscina', 'Academia', 'Elevador', 'Condomínio fechado']"
268000.0,310.0,45.0,Tingui,Curitiba,PR,82600290,56,2,1,1,[],[]
895000.0,541.0,1516.0,Cristo Rei,Curitiba,PR,80050350,115,4,2,2,"['Porteiro 24h', 'Academia']","['Portaria', 'Salão de festas', 'Elevador', 'Portão eletrônico', 'Academia']"
145000.0,280.0,0.0,Cajuru,Curitiba,PR,82930190,42,2,1,1,[],"['Portão eletrônico', 'Segurança 24h', 'Salão de festas', 'Permitido animais']"
881290.0,0.0,0.0,Cidade Industrial,Curitiba,PR,81280350,113,3,3,2,['Piscina'],"['Piscina', 'Segurança 24h']"
1280000.0,450.0,0.0,Santo Inácio,Curitiba,PR,82010610,167,2,2,2,"['Armários no quarto', 'Mobiliado', 'Porteiro 24h', 'Academia']","['Portaria', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
635000.0,700.0,0.0,Mercês,Curitiba,PR,80410000,97,3,2,1,['Área de serviço'],[]
259900.0,250.0,500.0,Portão,Curitiba,PR,81070080,24,1,1,1,"['Área de serviço', 'Churrasqueira', 'Academia']","['Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
230000.0,350.0,100.0,Pinheirinho,Curitiba,PR,81820020,48,2,1,1,"['Varanda', 'Piscina', 'Churrasqueira']","['Piscina', 'Elevador']"
239900.0,400.0,0.0,Vista Alegre,Curitiba,PR,80820330,46,1,1,1,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Área de serviço', 'Varanda']",['Elevador']
550000.0,650.0,74.0,Cabral,Curitiba,PR,80035270,76,3,2,1,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Varanda', 'Armários na cozinha', 'Armários no quarto', 'Academia']","['Portaria', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
285000.0,400.0,95.0,Hauer,Curitiba,PR,81630020,56,2,1,1,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Área de serviço', 'Varanda']",['Elevador']
492000.0,370.0,0.0,Portão,Curitiba,PR,80610334,88,3,2,1,[],[]
990000.0,0.0,0.0,Água Verde,Curitiba,PR,80250205,154,3,4,2,"['Varanda', 'Academia']","['Salão de festas', 'Academia', 'Elevador']"
498000.0,750.0,97.0,Campina do Siqueira,Curitiba,PR,80740590,105,3,2,2,"['Churrasqueira', 'Área de serviço']","['Segurança 24h', 'Elevador']"
385000.0,390.0,98.0,Bigorrilho,Curitiba,PR,80730030,95,3,2,1,['Área de serviço'],[]
120000.0,400.0,0.0,Campo Comprido,Curitiba,PR,81230220,48,2,1,1,['Porteiro 24h'],"['Portaria', 'Portão eletrônico', 'Permitido animais', 'Condomínio fechado']"
480000.0,698.0,1091.0,Centro,Curitiba,PR,80060130,102,4,2,1,"['Churrasqueira', 'Mobiliado', 'Armários na cozinha', 'Área de serviço', 'Armários no quarto']","['Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico']"
1180000.0,1.0,1.0,Centro,Curitiba,PR,80060120,107,3,2,2,"['Churrasqueira', 'Porteiro 24h', 'Área de serviço', 'Varanda', 'Piscina', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Portão eletrônico', 'Academia']"
140000.0,360.0,400.0,Tatuquara,Curitiba,PR,81480150,47,2,1,1,[],[]
198000.0,0.0,0.0,Capão Raso,Curitiba,PR,81130220,51,2,1,1,[],['Segurança 24h']
1150000.0,1030.0,0.0,Vila Izabel,Curitiba,PR,80320050,110,2,3,2,"['Área de serviço', 'Porteiro 24h', 'Churrasqueira', 'Academia']","['Portaria', 'Salão de festas', 'Elevador', 'Portão eletrônico', 'Academia']"
470000.0,570.0,700.0,Capão Raso,Curitiba,PR,81130040,96,3,2,1,"['Varanda', 'Churrasqueira', 'Área de serviço']",['Elevador']
1250000.0,1100.0,0.0,Água Verde,Curitiba,PR,80620400,162,1,2,2,"['Ar condicionado', 'Churrasqueira', 'Armários no quarto', 'Piscina', 'Academia']","['Permitido animais', 'Elevador', 'Condomínio fechado', 'Salão de festas', 'Piscina', 'Portão eletrônico', 'Academia']"
1818000.0,0.0,0.0,Cidade Industrial,Curitiba,PR,81280350,164,3,5,3,"['Ar condicionado', 'Churrasqueira', 'Área de serviço', 'Piscina', 'Academia']","['Piscina', 'Academia', 'Elevador', 'Segurança 24h']"
440000.0,767.0,72.0,Centro,Curitiba,PR,80060020,110,3,2,1,['Área de serviço'],[]
610000.0,900.0,115.0,Bigorrilho,Curitiba,PR,80730380,102,3,3,1,['Área de serviço'],[]
320000.0,400.0,0.0,Capão Raso,Curitiba,PR,81130220,61,3,2,1,[],[]
160000.0,0.0,0.0,Santa Cândida,Curitiba,PR,82720000,42,2,1,1,[],[]
168000.0,0.0,0.0,Novo Mundo,Curitiba,PR,81050500,46,2,1,1,"['Porteiro 24h', 'Churrasqueira', 'Armários na cozinha']","['Portaria', 'Salão de festas', 'Permitido animais', 'Condomínio fechado', 'Portão eletrônico']"
2890000.0,1106.0,7029.0,Alto da Glória,Curitiba,PR,80030230,253,3,5,3,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Porteiro 24h', 'Área de serviço', 'Armários no quarto', 'Academia']","['Portaria', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
265000.0,360.0,200.0,Pinheirinho,Curitiba,PR,81110522,47,2,1,1,"['Varanda', 'Piscina', 'Churrasqueira', 'Área de serviço']","['Piscina', 'Elevador']"
421000.0,370.0,900.0,Novo Mundo,Curitiba,PR,81050170,59,2,1,1,"['Porteiro 24h', 'Churrasqueira', 'Academia']","['Portaria', 'Salão de festas', 'Elevador', 'Permitido animais', 'Academia']"
750000.0,560.0,0.0,Capão Raso,Curitiba,PR,81130020,77,2,2,2,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Área de serviço', 'Varanda', 'Piscina', 'Academia']","['Segurança 24h', 'Elevador', 'Condomínio fechado', 'Piscina', 'Academia']"
670000.0,690.0,282.0,Hugo Lange,Curitiba,PR,80040340,91,3,2,3,"['Piscina', 'Churrasqueira']","['Salão de festas', 'Piscina', 'Elevador']"
320000.0,280.0,80.0,Santa Cândida,Curitiba,PR,82640100,75,3,2,2,"['Varanda', 'Área de serviço']","['Portão eletrônico', 'Segurança 24h', 'Permitido animais', 'Condomínio fechado']"
984000.0,0.0,0.0,Tarumã,Curitiba,PR,82530200,99,2,2,2,[],['Elevador']
430000.0,490.0,1400.0,Portão,Curitiba,PR,80610001,88,3,2,1,"['Varanda', 'Armários na cozinha', 'Área de serviço']","['Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico']"
748000.0,1991.0,0.0,Centro,Curitiba,PR,80250000,66,2,2,1,"['Ar condicionado', 'Mobiliado', 'Área de serviço', 'Varanda', 'Piscina']","['Piscina', 'Elevador']"
340000.0,380.0,0.0,Cabral,Curitiba,PR,82200700,64,3,2,2,[],[]
319000.0,527.0,436.0,Cidade Industrial,Curitiba,PR,81230250,54,3,1,1,"['Ar condicionado', 'Mobiliado', 'Piscina', 'Churrasqueira']","['Piscina', 'Condomínio fechado']"
499000.0,400.0,700.0,Capão Raso,Curitiba,PR,81130230,76,3,2,2,"['Churrasqueira', 'Porteiro 24h', 'Armários na cozinha', 'Varanda', 'Academia']","['Portaria', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
293035.0,0.0,0.0,Portão,Curitiba,PR,80610903,40,2,1,0,"['Área de serviço', 'Porteiro 24h', 'Churrasqueira', 'Academia']","['Portaria', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
998000.0,0.0,0.0,Vila Izabel,Curitiba,PR,80320210,103,3,2,2,"['Varanda', 'Churrasqueira', 'Academia']","['Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado', 'Portão eletrônico', 'Academia']"
230000.0,0.0,0.0,Xaxim,Curitiba,PR,81710100,61,3,1,1,[],[]
240000.0,141.0,0.0,Vila Izabel,Curitiba,PR,80240070,40,1,1,0,[],[]
129000.0,238.0,143.0,Cidade Industrial,Curitiba,PR,81240060,40,2,1,1,[],[]
450000.0,280.0,678.0,Bacacheri,Curitiba,PR,82520760,62,2,2,1,"['Varanda', 'Área de serviço']","['Salão de festas', 'Portão eletrônico', 'Permitido animais', 'Condomínio fechado']"
899900.0,631.0,0.0,Mossunguê,Curitiba,PR,81200100,131,3,2,2,"['Ar condicionado', 'Churrasqueira', 'Mobiliado', 'Piscina', 'Academia']","['Salão de festas', 'Elevador', 'Permitido animais', 'Piscina', 'Academia']"
699000.0,1300.0,0.0,Centro,Curitiba,PR,80430200,93,3,2,2,"['Varanda', 'Churrasqueira']",[]
165000.0,500.0,447.0,Centro,Curitiba,PR,80230085,33,1,1,0,"['Porteiro 24h', 'Churrasqueira', 'Área de serviço']","['Portaria', 'Salão de festas', 'Permitido animais', 'Elevador', 'Condomínio fechado']"
365000.0,370.0,566.0,Tingui,Curitiba,PR,82600290,73,3,2,1,['Varanda'],[]
190000.0,450.0,40.0,Campo Comprido,Curitiba,PR,81230162,55,3,1,1,['Área de serviço'],[]
320000.0,940.0,78.0,Cristo Rei,Curitiba,PR,80050210,61,2,1,1,"['Varanda', 'Ar condicionado', 'Churrasqueira', 'Área de serviço']",['Elevador']
1590000.0,960.0,0.0,Ahú,Curitiba,PR,80540220,162,4,5,2,[],[]
635000.0,1.0,10.0,Mercês,Curitiba,PR,80430210,87,3,2,1,"['Armários no quarto', 'Academia', 'Armários na cozinha', 'Área de serviço']","['Portão eletrônico', 'Academia', 'Permitido animais', 'Condomínio fechado']"
350000.0,400.0,0.0,Água Verde,Curitiba,PR,80610025,88,1,1,1,[],[]
1400.0,300.0,125.0,Prado Velho,Curitiba,PR,80215220,36,1,1,0,"['Ar condicionado', 'Mobiliado', 'Churrasqueira']",['Elevador']
499000.0,595.0,101.0,Cristo Rei,Curitiba,PR,80050510,117,3,2,1,['Churrasqueira'],['Elevador']
640000.0,1087.0,102.0,Centro,Curitiba,PR,80020310,166,3,4,0,[],[]
1519009.0,1000.0,0.0,Cabral,Curitiba,PR,80035130,135,3,2,2,"['Área de serviço', 'Piscina', 'Churrasqueira', 'Academia']","['Piscina', 'Academia', 'Salão de festas']"
280000.0,470.0,0.0,Xaxim,Curitiba,PR,81690200,56,2,2,1,['Piscina'],['Piscina']
380000.0,450.0,0.0,Água Verde,Curitiba,PR,80620070,78,3,2,1,"['Piscina', 'Churrasqueira', 'Armários na cozinha', 'Área de serviço']","['Salão de festas', 'Permitido animais', 'Condomínio fechado', 'Piscina', 'Portão eletrônico']"
245000.0,550.0,55.0,Santa Quitéria,Curitiba,PR,80330180,76,3,1,1,"['Churrasqueira', 'Área de serviço']",[]
640000.0,742.0,1266.0,Água Verde,Curitiba,PR,80240030,107,3,2,2,"['Mobiliado', 'Piscina', 'Churrasqueira', 'Academia']","['Salão de festas', 'Permitido animais', 'Condomínio fechado', 'Piscina', 'Academia']"
190000.0,0.0,0.0,Boqueirão,Curitiba,PR,81770360,61,2,1,1,[],[]
